L	15.97744	4.00094	1477010446100000 	15.83747	3.957185	4.005707	2.988174	4.997486611
L	16.33127	4.444992	1477010446200000 	16.23188	4.263631	3.877162	3.137226	4.987441443
L	16.60391	4.673437	1477010446300000 	16.61299	4.584899	3.740002	3.284385	4.977429034
L	16.99546	5.210994	1477010446400000 	16.97995	4.920767	3.594156	3.428969	4.967472773
L	17.28942	5.435416	1477010446500000 	17.33188	5.270941	3.439602	3.570283	4.957598473
L	17.78529	5.624759	1477010446600000 	17.66791	5.635059	3.276367	3.707622	4.947832011
L	18.12629	6.169846	1477010446700000 	17.98717	6.012686	3.104526	3.840274	4.938196642
L	18.21643	6.661379	1477010446800000 	18.28881	6.403317	2.924208	3.967526	4.928717378
L	18.54218	6.760131	1477010446900000 	18.572	6.806376	2.735598	4.088665	4.919418451
L	19.14412	7.183445	1477010447000000 	18.83591	7.221216	2.538932	4.202987	4.910323352
L	19.01375	7.8688	1477010447100000 	19.07975	7.647117	2.334504	4.309797	4.901454795
L	19.13202	8.128449	1477010447200000 	19.30276	8.083295	2.122663	4.408416	4.89283454
L	19.34701	8.307412	1477010447300000 	19.50422	8.528895	1.903813	4.498188	4.884485564
L	20.00388	8.890601	1477010447400000 	19.68345	8.983001	1.678411	4.578481	4.876428176
L	20.15738	9.459486	1477010447500000 	19.83982	9.444632	1.446969	4.648694	4.868683107
L	20.15731	9.908763	1477010447600000 	19.97276	9.912751	1.210049	4.708261	4.861269405
L	20.16601	10.46872	1477010447700000 	20.08175	10.38627	0.9682592	4.756658	4.854206548
L	20.37105	11.01086	1477010447800000 	20.16633	10.86404	0.7222565	4.793403	4.8475114
L	20.31642	11.34834	1477010447900000 	20.22612	11.34487	0.472738	4.818065	4.841201458
L	20.61409	11.94215	1477010448000000 	20.2608	11.82754	0.2204395	4.830266	4.835293497
L	20.32628	12.49663	1477010448100000 	20.27014	12.31078	-0.03386937	4.829682	4.829800757
L	20.49803	12.89237	1477010448200000 	20.25398	12.79331	-0.2893896	4.816052	4.824738667
L	20.1943	13.16879	1477010448300000 	20.21223	13.27379	-0.5452981	4.789175	4.820119003
L	20.32453	13.88963	1477010448400000 	20.1449	13.75091	-0.8007527	4.748916	4.815953495
L	20.12156	14.33704	1477010448500000 	20.05208	14.22332	-1.054898	4.695207	4.812252961
L	19.78097	14.77296	1477010448600000 	19.93395	14.68968	-1.306871	4.628048	4.809026939
L	20.02083	15.2053	1477010448700000 	19.79076	15.14863	-1.555808	4.547507	4.806283226
L	19.91309	15.55404	1477010448800000 	19.62287	15.59886	-1.800848	4.453722	4.804028848
L	19.47484	16.00982	1477010448900000 	19.43071	16.03904	-2.041143	4.346899	4.802269845
L	19.23803	16.27185	1477010449000000 	19.2148	16.46788	-2.275858	4.227312	4.801009933
L	19.00294	16.83874	1477010449100000 	18.97573	16.88413	-2.504184	4.0953	4.800252035
L	18.61478	17.38315	1477010449200000 	18.71418	17.28656	-2.725339	3.951269	4.799999935
L	18.10226	17.55294	1477010449300000 	18.43092	17.674	-2.938575	3.795682	4.800252585
L	18.20938	18.04608	1477010449400000 	18.12677	18.04531	-3.143182	3.629063	4.801009409
L	17.90175	18.21826	1477010449500000 	17.80263	18.39943	-3.338496	3.451991	4.802270026
L	17.3845	18.70391	1477010449600000 	17.45946	18.73533	-3.5239	3.265092	4.804029244
L	17.1762	18.88634	1477010449700000 	17.09827	19.05208	-3.698831	3.06904	4.806283105
L	16.57341	19.05196	1477010449800000 	16.72015	19.34878	-3.862783	2.864551	4.809027442
L	16.23383	19.61705	1477010449900000 	16.32622	19.62465	-4.015308	2.652373	4.812253201
L	15.92426	19.87029	1477010450000000 	15.91763	19.87894	-4.156022	2.433288	4.815953629
L	15.43319	20.1836	1477010450100000 	15.49559	20.11101	-4.284605	2.2081	4.820118838
L	15.20164	20.43853	1477010450200000 	15.06132	20.32029	-4.400804	1.977632	4.824738767
L	14.66649	20.60881	1477010450300000 	14.61607	20.5063	-4.504432	1.742721	4.829801665
L	14.05209	20.59237	1477010450400000 	14.1611	20.66863	-4.59537	1.504208	4.835293905
L	13.46865	20.72533	1477010450500000 	13.69769	20.80697	-4.673567	1.262937	4.841202162
L	13.10723	20.8294	1477010450600000 	13.22711	20.92108	-4.739038	1.019748	4.847511439
L	12.87291	21.05917	1477010450700000 	12.75063	21.01082	-4.791865	0.7754692	4.854206697
L	12.2062	21.11	1477010450800000 	12.26949	21.07612	-4.832191	0.5309122	4.861269137
L	11.68143	20.86511	1477010450900000 	11.78496	21.117	-4.860224	0.2868691	4.868682698
L	11.36299	21.06885	1477010451000000 	11.29823	21.13353	-4.876229	0.04410566	4.876428465
L	10.89027	20.92695	1477010451100000 	10.81049	21.12589	-4.880526	-0.1966426	4.884485884
L	10.18897	21.20896	1477010451200000 	10.32291	21.09432	-4.873488	-0.4346744	4.892834262
L	9.996342	20.97967	1477010451300000 	9.83658	21.03913	-4.855539	-0.6693266	4.901454588
L	9.539206	20.8762	1477010451400000 	9.352578	20.96067	-4.827144	-0.899977	4.910323594
L	8.70331	20.82208	1477010451500000 	8.87192	20.85938	-4.78881	-1.126048	4.919419205
L	8.222766	20.48388	1477010451600000 	8.395572	20.73575	-4.741079	-1.347006	4.928717404
L	7.885988	20.44999	1477010451700000 	7.924445	20.59031	-4.684526	-1.562369	4.938196101
L	7.180292	20.39198	1477010451800000 	7.459388	20.42365	-4.619752	-1.771702	4.947831497
L	6.815424	20.18591	1477010451900000 	7.001193	20.23638	-4.547379	-1.97462	4.9575982
L	6.38914	20.01365	1477010452000000 	6.550586	20.02916	-4.468049	-2.170789	4.967472873
L	5.861189	19.8306	1477010452100000 	6.10823	19.80269	-4.382413	-2.359926	4.977428496
L	5.690891	19.57551	1477010452200000 	5.674721	19.55767	-4.291136	-2.541796	4.987441737
L	5.170214	19.43968	1477010452300000 	5.250589	19.29485	-4.194883	-2.716216	4.997486643
L	4.891493	18.98201	1477010452400000 	4.836298	19.01497	-4.094322	-2.883047	5.007537583
L	4.4685	18.83396	1477010452500000 	4.432244	18.7188	-3.990117	-3.042199	5.017569973
L	4.26269	18.48096	1477010452600000 	4.038758	18.40711	-3.882925	-3.193624	5.027558136
L	3.459187	18.16698	1477010452700000 	3.656107	18.08067	-3.773392	-3.337317	5.037476744
L	3.12525	17.74933	1477010452800000 	3.284491	17.74025	-3.662152	-3.47331	5.047300232
L	2.944902	17.81537	1477010452900000 	2.924051	17.38662	-3.549823	-3.601673	5.057004225
L	2.55407	17.08533	1477010453000000 	2.574864	17.02053	-3.437004	-3.722509	5.0665639
L	2.253706	16.83344	1477010453100000 	2.23695	16.64273	-3.324275	-3.835952	5.075956267
L	1.889717	16.10539	1477010453200000 	1.910273	16.25395	-3.212192	-3.942161	5.085155926
L	1.447453	16.08532	1477010453300000 	1.594741	15.8549	-3.101288	-4.041322	5.094140827
L	1.18395	15.4284	1477010453400000 	1.290209	15.44628	-2.992073	-4.133638	5.102887805
L	0.7227056	15.00752	1477010453500000 	0.9964857	15.02876	-2.885028	-4.219333	5.111375307
L	0.7373005	14.70472	1477010453600000 	0.7133303	14.60299	-2.78061	-4.298641	5.119580688
L	0.2534352	14.20285	1477010453700000 	0.4404586	14.16959	-2.679249	-4.37181	5.127484557
L	0.459172	13.68556	1477010453800000 	0.177545	13.72916	-2.581347	-4.439094	5.135066492
L	-0.1903443	13.28556	1477010453900000 	-0.07577534	13.28229	-2.487279	-4.500752	5.142307399
L	0.04623085	12.93011	1477010454000000 	-0.3199031	12.82952	-2.397395	-4.557043	5.149188644
L	-0.4764816	12.36331	1477010454100000 	-0.5552727	12.37136	-2.312016	-4.608226	5.155692471
L	-0.582624	12.03858	1477010454200000 	-0.7823495	11.90833	-2.23144	-4.654556	5.161803564
L	-1.172116	11.39876	1477010454300000 	-1.001627	11.44089	-2.155937	-4.696281	5.167506128
L	-1.392886	11.04239	1477010454400000 	-1.213625	10.96948	-2.085754	-4.733638	5.172784401
L	-1.496867	10.41982	1477010454500000 	-1.418886	10.49454	-2.021113	-4.766857	5.1776272
L	-1.618749	10.23736	1477010454600000 	-1.617975	10.01647	-1.962215	-4.79615	5.182021085
L	-1.733813	9.71347	1477010454700000 	-1.811474	9.535641	-1.909235	-4.821717	5.185955371
L	-1.938328	8.770285	1477010454800000 	-1.999983	9.052426	-1.862331	-4.843738	5.189419483
L	-2.176802	8.541096	1477010454900000 	-2.184116	8.567169	-1.821636	-4.862378	5.192405756
L	-2.218754	8.153395	1477010455000000 	-2.3645	8.080199	-1.787265	-4.877779	5.194905596
L	-2.596742	7.602881	1477010455100000 	-2.541771	7.591835	-1.759313	-4.890064	5.19691333
L	-2.798651	7.064004	1477010455200000 	-2.716576	7.102382	-1.737856	-4.899332	5.198422599
L	-2.746508	6.868668	1477010455300000 	-2.889567	6.612138	-1.722953	-4.905662	5.199431382
L	-2.902166	6.229886	1477010455400000 	-3.061402	6.121393	-1.714642	-4.909108	5.199936398
L	-3.177805	5.531013	1477010455500000 	-3.23274	5.630435	-1.712946	-4.909701	5.199937298
L	-3.430309	5.10507	1477010455600000 	-3.404243	5.139548	-1.717867	-4.907446	5.199432014
L	-3.694351	4.521963	1477010455700000 	-3.576574	4.649018	-1.729394	-4.902326	5.198423205
L	-4.002383	4.046836	1477010455800000 	-3.75039	4.159132	-1.747494	-4.8943	5.196913293
L	-3.880532	3.751771	1477010455900000 	-3.926347	3.670186	-1.772118	-4.883302	5.194905257
L	-4.151192	3.219682	1477010456000000 	-4.105094	3.18248	-1.803198	-4.869246	5.192405958
L	-4.324508	2.550338	1477010456100000 	-4.287274	2.696326	-1.840648	-4.852019	5.189419374
L	-4.61223	2.091916	1477010456200000 	-4.473517	2.212048	-1.884364	-4.831491	5.185955357
L	-4.868289	1.534418	1477010456300000 	-4.664445	1.729983	-1.934219	-4.807509	5.182021413
L	-4.667788	1.286427	1477010456400000 	-4.860665	1.250487	-1.990068	-4.779901	5.177627277
L	-4.854981	0.8256615	1477010456500000 	-5.062768	0.7739301	-2.051745	-4.748478	5.172784633
L	-5.123096	0.2573111	1477010456600000 	-5.271329	0.300706	-2.119061	-4.713034	5.167505105
L	-5.299723	-0.2129817	1477010456700000 	-5.4869	-0.1687723	-2.191805	-4.67335	5.16180292
L	-5.853586	-0.4458011	1477010456800000 	-5.710014	-0.6340686	-2.269743	-4.629193	5.155692108
L	-5.878354	-1.26863	1477010456900000 	-5.941177	-1.094723	-2.352615	-4.580321	5.149188072
L	-6.272635	-1.509379	1477010457000000 	-6.180869	-1.55025	-2.440139	-4.526483	5.142307526
L	-6.34007	-2.136847	1477010457100000 	-6.429541	-2.000141	-2.532004	-4.467422	5.135066074
L	-6.792876	-2.445797	1477010457200000 	-6.68761	-2.44386	-2.627877	-4.402881	5.12748463
L	-6.800298	-3.100863	1477010457300000 	-6.95546	-2.880843	-2.727396	-4.3326	5.119581204
L	-7.121178	-3.264337	1477010457400000 	-7.233435	-3.310505	-2.830171	-4.256323	5.1113749
L	-7.490093	-3.490813	1477010457500000 	-7.521842	-3.732231	-2.935789	-4.1738	5.10288776
L	-7.880489	-4.297826	1477010457600000 	-7.820942	-4.145385	-3.043807	-4.08479	5.094140791
L	-8.224922	-4.798125	1477010457700000 	-8.130953	-4.549304	-3.153756	-3.989064	5.085155701
L	-8.335522	-5.105899	1477010457800000 	-8.452043	-4.943306	-3.265143	-3.886408	5.075955669
L	-8.914773	-5.517524	1477010457900000 	-8.78433	-5.326687	-3.377447	-3.776628	5.066563657
L	-9.033911	-5.802665	1477010458000000 	-9.127879	-5.698724	-3.490125	-3.659551	5.057003662
L	-9.308113	-5.82368	1477010458100000 	-9.482699	-6.05868	-3.60261	-3.535029	5.047299163
L	-9.625472	-6.559576	1477010458200000 	-9.848741	-6.405802	-3.714314	-3.402945	5.037475872
L	-10.22458	-6.834023	1477010458300000 	-10.2259	-6.739329	-3.82463	-3.263211	5.027558122
L	-10.76162	-7.291586	1477010458400000 	-10.61399	-7.058492	-3.932934	-3.115774	5.017570873
L	-11.22191	-7.569794	1477010458500000 	-11.0128	-7.362519	-4.038585	-2.960619	5.007537685
L	-11.09344	-7.677602	1477010458600000 	-11.42202	-7.650638	-4.140935	-2.797773	4.997487012
L	-11.52688	-7.821504	1477010458700000 	-11.84128	-7.922082	-4.239323	-2.627303	4.987442286
L	-12.09003	-8.088283	1477010458800000 	-12.27017	-8.176094	-4.333085	-2.449321	4.977428953
L	-12.4231	-8.259904	1477010458900000 	-12.70817	-8.411929	-4.421555	-2.263987	4.967472773
L	-13.29111	-8.645942	1477010459000000 	-13.15473	-8.628861	-4.504069	-2.071509	4.957598924
L	-13.38401	-8.575829	1477010459100000 	-13.60922	-8.826188	-4.579969	-1.872143	4.947831389
L	-13.99591	-8.992638	1477010459200000 	-14.07094	-9.003236	-4.64861	-1.666195	4.938196099
L	-14.42726	-9.187501	1477010459300000 	-14.53913	-9.159364	-4.70936	-1.454024	4.928717622
L	-15.06203	-9.043962	1477010459400000 	-15.01298	-9.293968	-4.761607	-1.236035	4.919419045
L	-15.66822	-9.567493	1477010459500000 	-15.4916	-9.406491	-4.804762	-1.012687	4.910323089
L	-16.08623	-9.598186	1477010459600000 	-15.97406	-9.49642	-4.838268	-0.7844842	4.901454141
L	-16.42286	-9.370292	1477010459700000 	-16.45935	-9.563299	-4.861599	-0.5519803	4.892834259
L	-17.11319	-9.430434	1477010459800000 	-16.94644	-9.606726	-4.874268	-0.3157729	4.884485752
L	-17.5448	-9.574848	1477010459900000 	-17.43425	-9.626363	-4.875828	-0.07650244	4.87642813
L	-17.97244	-9.422985	1477010460000000 	-17.92162	-9.621939	-4.865881	0.1651507	4.868682847
L	-18.27625	-9.609973	1477010460100000 	-18.40741	-9.593251	-4.844078	0.4084701	4.861269329
L	-18.95448	-9.515445	1477010460200000 	-18.89039	-9.540172	-4.810124	0.6527066	4.8542063
L	-19.2983	-9.098652	1477010460300000 	-19.36936	-9.462647	-4.763781	0.8970831	4.847511475
L	-19.87313	-8.964172	1477010460400000 	-19.84305	-9.360706	-4.704871	1.140799	4.841201657
L	-20.16074	-9.596632	1477010460500000 	-20.31021	-9.234455	-4.63328	1.383034	4.835293849
L	-20.65956	-8.915274	1477010460600000 	-20.76955	-9.084085	-4.548955	1.622957	4.829801343
L	-21.01954	-8.850815	1477010460700000 	-21.21982	-8.909871	-4.451913	1.859725	4.824739002
L	-21.50286	-8.871913	1477010460800000 	-21.65974	-8.712172	-4.342235	2.092496	4.820118702
L	-21.97934	-8.570888	1477010460900000 	-22.08805	-8.491431	-4.220073	2.32043	4.815953853
L	-22.5838	-8.352956	1477010461000000 	-22.50351	-8.248174	-4.085642	2.542698	4.812253492
L	-22.98609	-7.672402	1477010461100000 	-22.90492	-7.98301	-3.939227	2.758484	4.809027275
L	-23.47772	-7.565831	1477010461200000 	-23.29109	-7.696629	-3.781177	2.966995	4.806283266
L	-23.54077	-7.360692	1477010461300000 	-23.66088	-7.389798	-3.611907	3.167464	4.804029597
L	-23.93837	-7.261707	1477010461400000 	-24.01319	-7.063359	-3.431889	3.359156	4.802269374
L	-24.25736	-6.435202	1477010461500000 	-24.34697	-6.718227	-3.241657	3.541377	4.80100939
L	-24.30075	-6.437988	1477010461600000 	-24.66123	-6.355382	-3.0418	3.713473	4.80025301
L	-25.14596	-5.919019	1477010461700000 	-24.95505	-5.975869	-2.832955	3.874837	4.799999563
L	-25.19409	-5.643722	1477010461800000 	-25.22755	-5.580789	-2.615809	4.024918	4.800252247
L	-25.57125	-5.102407	1477010461900000 	-25.47795	-5.171298	-2.39109	4.163218	4.801009842
L	-25.69517	-4.899949	1477010462000000 	-25.70552	-4.748596	-2.159561	4.2893	4.802270109
L	-25.95157	-4.266589	1477010462100000 	-25.90963	-4.313924	-1.922018	4.402788	4.804029076
L	-26.1198	-3.677232	1477010462200000 	-26.08971	-3.86856	-1.679284	4.503373	4.806283713
L	-25.99736	-3.24722	1477010462300000 	-26.2453	-3.413805	-1.4322	4.590811	4.809027186
L	-26.17411	-2.878854	1477010462400000 	-26.376	-2.950983	-1.181621	4.664928	4.812253259
L	-26.67403	-2.738519	1477010462500000 	-26.4815	-2.481434	-0.9284109	4.725618	4.815953933
L	-26.66913	-2.173329	1477010462600000 	-26.56159	-2.006501	-0.6734344	4.772843	4.820118691
L	-26.4671	-1.532073	1477010462700000 	-26.61613	-1.52753	-0.4175523	4.806636	4.824738289
L	-26.59975	-1.142766	1477010462800000 	-26.64509	-1.045858	-0.1616155	4.827096	4.829800758
L	-26.73546	-0.5953902	1477010462900000 	-26.64848	-0.5628115	0.09354119	4.834389	4.835293885
L	-26.45533	0.06026528	1477010463000000 	-26.62645	-0.07969471	0.3471043	4.828743	4.841202367
L	-26.62014	0.5758802	1477010463100000 	-26.57917	0.4022133	0.598287	4.810449	4.847511415
L	-26.72929	1.060825	1477010463200000 	-26.50694	0.8816656	0.8463337	4.779858	4.854206756
L	-26.39862	1.422123	1477010463300000 	-26.41011	1.357453	1.090525	4.737372	4.861269201
L	-26.35944	1.79315	1477010463400000 	-26.28908	1.82841	1.330181	4.683449	4.868683192
L	-26.25018	2.184809	1477010463500000 	-26.14436	2.293419	1.564667	4.618589	4.876427706
L	-26.06412	2.807007	1477010463600000 	-25.97648	2.751414	1.793393	4.54334	4.884485317
L	-25.83448	3.420054	1477010463700000 	-25.78605	3.201385	2.015821	4.458284	4.892834611
L	-25.66661	3.635086	1477010463800000 	-25.57373	3.642385	2.231463	4.364038	4.901454354
L	-25.74924	3.999675	1477010463900000 	-25.34022	4.073527	2.439886	4.261248	4.910323636
L	-25.02143	4.528026	1477010464000000 	-25.08625	4.493991	2.64071	4.150582	4.91941869
L	-25.03631	4.884993	1477010464100000 	-24.8126	4.903026	2.833613	4.032728	4.928717658
L	-24.50414	5.352928	1477010464200000 	-24.52008	5.299948	3.018326	3.908388	4.938196898
L	-24.1159	5.611521	1477010464300000 	-24.20952	5.684145	3.194637	3.778271	4.947831577
L	-23.9153	5.943773	1477010464400000 	-23.88176	6.055076	3.362388	3.643093	4.957598175
L	-23.64709	6.29102	1477010464500000 	-23.53768	6.412271	3.521475	3.503569	4.967472387
L	-23.00988	6.861822	1477010464600000 	-23.17813	6.755333	3.671846	3.360409	4.977429226
L	-22.69912	7.063003	1477010464700000 	-22.80398	7.083934	3.813497	3.214315	4.987442259
L	-22.50832	7.315242	1477010464800000 	-22.41611	7.397815	3.946474	3.065978	4.997487181
L	-22.19469	7.694784	1477010464900000 	-22.01538	7.696786	4.070867	2.916073	5.007538305
L	-21.64727	7.94	1477010465000000 	-21.60264	7.980724	4.186809	2.765256	5.017570164
L	-21.08525	7.832295	1477010465100000 	-21.17873	8.249571	4.294471	2.614165	5.027558037
L	-21.05193	8.509834	1477010465200000 	-20.74445	8.503329	4.394061	2.463411	5.037476137
L	-20.21	8.68914	1477010465300000 	-20.30062	8.742063	4.485819	2.313582	5.047299651
L	-20.06326	8.867236	1477010465400000 	-19.84799	8.965893	4.570015	2.165237	5.057003892
L	-19.48608	8.966645	1477010465500000 	-19.3873	9.174993	4.646942	2.01891	5.066563682
L	-18.67863	9.191907	1477010465600000 	-18.91928	9.369592	4.716918	1.875103	5.07595574
L	-18.42417	9.46852	1477010465700000 	-18.44458	9.549965	4.780277	1.734289	5.085155507
L	-17.77364	9.724776	1477010465800000 	-17.96387	9.716433	4.83737	1.59691	5.094140758
L	-17.34358	9.881093	1477010465900000 	-17.47773	9.869361	4.888556	1.46338	5.102887495
L	-16.88756	10.14499	1477010466000000 	-16.98676	10.00915	4.934206	1.334081	5.111375643
L	-16.51533	10.30912	1477010466100000 	-16.49148	10.13625	4.97469	1.209366	5.119580717
L	-16.00595	10.1843	1477010466200000 	-15.99238	10.25112	5.010385	1.089559	5.127484438
L	-15.56987	10.1904	1477010466300000 	-15.48993	10.35428	5.041663	0.9749565	5.135066308
L	-14.93648	10.47218	1477010466400000 	-14.98455	10.44625	5.068892	0.8658283	5.142307337
L	-14.40883	10.22201	1477010466500000 	-14.47663	10.5276	5.092432	0.7624177	5.149188715
L	-13.80486	10.93833	1477010466600000 	-13.96652	10.59891	5.112633	0.6649439	5.155692639
L	-13.3556	10.5517	1477010466700000 	-13.45452	10.66078	5.129834	0.5736031	5.161803695
L	-12.95906	11.00989	1477010466800000 	-12.94094	10.71383	5.144357	0.4885696	5.167505123
L	-12.37133	10.60914	1477010466900000 	-12.42601	10.75871	5.156511	0.4099975	5.172784902
L	-11.94509	11.0515	1477010467000000 	-11.90996	10.79606	5.166582	0.3380221	5.177627691
L	-11.45483	10.94067	1477010467100000 	-11.39299	10.82655	5.174838	0.2727614	5.182021527
L	-10.60086	10.68225	1477010467200000 	-10.87526	10.85086	5.181525	0.2143171	5.185955374
L	-10.41423	10.87465	1477010467300000 	-10.35691	10.86967	5.186866	0.1627763	5.189419527
L	-9.834446	11.10321	1477010467400000 	-9.838085	10.88367	5.19106	0.1182124	5.19240581
L	-9.306602	11.03476	1477010467500000 	-9.318874	10.89357	5.194279	0.08068649	5.194905643
L	-8.788986	11.07066	1477010467600000 	-8.799372	10.90007	5.19667	0.05024805	5.196912926
L	-8.620445	10.65766	1477010467700000 	-8.279654	10.90389	5.198353	0.02693593	5.198422786
L	-7.519712	11.00045	1477010467800000 	-7.759787	10.90573	5.199421	0.01077906	5.199432173
L	-7.156314	10.81504	1477010467900000 	-7.239828	10.90631	5.199937	0.001796922	5.19993731
